location,type,minF,maxF,duration,bandwidth,Fi,Ff
spsp,2,5209.60,14070.50,0.82,8860.90,14070.50,5209.60
spsp,1,7124.30,15183.70,0.30,8059.40,7124.30,15183.70
spsp,2,5432.30,13001.90,0.86,7569.60,13001.90,5432.30
spsp,2,7837.00,12912.80,0.35,5076.10,12912.80,7837.00
spsp,2,6768.10,13046.40,0.43,6278.30,13046.40,6768.10
spsp,3,8860.90,16920.20,0.85,8059.40,8860.90,11220.80
spsp,2,4586.30,12155.80,1.02,7569.60,12155.80,4586.30
spsp,3,6011.10,15762.50,1.37,9751.40,6011.10,6011.10
spsp,3,5744.00,17142.90,0.61,11398.90,5744.00,10775.50
spsp,1,5031.50,17187.40,0.49,12155.80,5031.50,17187.40
spsp,1,6233.80,15005.60,0.36,8771.80,6233.80,15005.60
spsp,3,5120.60,15050.10,1.37,9929.50,5120.60,7836.70
spsp,3,5922.10,17321.00,0.40,11398.90,5922.10,15539.90
spsp,3,4719.90,15361.80,1.35,10641.90,4719.90,7658.60
spsp,1,6100.20,13625.20,0.42,7525.00,6100.20,13625.20
spsp,3,6679.00,14872.00,0.40,8192.90,6679.00,10419.30
spsp,3,6322.80,14738.40,0.55,8415.60,6322.80,7302.40
spsp,1,5120.60,11888.70,0.42,6768.10,5120.60,11888.70
spsp,3,5833.00,20304.30,0.54,14471.20,5833.00,10196.70
spsp,3,4764.00,15673.50,0.69,10909.10,4764.00,9706.90
spsp,1,7257.90,14026.00,0.30,6768.10,7257.90,14026.00
spsp,3,3517.60,17721.70,0.54,14204.10,3517.60,10552.90
spsp,1,4586.30,18033.40,0.40,13447.10,4586.30,18033.40
spsp,3,5833.00,15094.60,0.58,9261.60,5833.00,5833.00
spsp,1,5966.60,17721.70,0.33,11755.10,5966.60,17721.70
spsp,1,5432.00,14426.70,0.44,8994.40,5432.00,14426.70
spsp,1,4453.00,11176.00,0.26,6723.60,4453.00,11176.00
spsp,1,6100.20,14159.60,0.34,8059.40,6100.20,14159.60
spsp,3,6500.90,15228.20,0.63,8727.30,6500.90,8014.80
spsp,3,6189.20,17231.90,0.45,11042.70,6189.20,7658.60
spsp,3,6500.90,16920.20,0.44,10419.30,6500.90,12690.20
spsp,3,4630.80,15406.30,0.81,10775.50,4630.80,4630.80
spsp,3,4808.90,16875.70,0.59,12066.80,4808.90,6723.60
spsp,3,5833.00,15896.10,0.46,10063.10,5833.00,7569.60
spsp,1,5254.20,12467.50,0.49,7213.40,5254.20,12467.50
spsp,1,6278.30,15450.80,0.43,9172.50,6278.30,15450.80
spsp,3,4809.00,14738.40,0.47,9929.50,4809.00,9039.00
spsp,3,6411.90,16207.80,0.43,9795.90,6411.90,9662.30
spsp,1,5788.50,13758.80,0.35,7970.30,5788.50,13758.80
spsp,1,6768.10,14515.80,0.30,7747.70,6768.10,14515.80
spsp,3,4809.00,16029.70,0.55,11220.80,4809.00,7213.40
spsp,3,6634.50,15317.30,0.48,8682.70,6634.50,10463.80
spsp,3,4230.00,15718.00,0.59,11487.90,6634.50,4230.00
spsp,1,4808.90,10775.50,0.27,5966.60,4808.90,10775.50
spsp,1,6590.00,11487.90,0.23,4898.00,6590.00,11487.90
spsp,1,5254.20,14560.30,0.46,9306.10,5254.20,14560.30
spsp,3,5076.10,14827.50,0.42,9751.40,5076.10,7569.60
spsp,1,5833.00,10597.40,0.32,4764.40,5833.00,10597.40
spsp,3,7970.30,15718.00,0.30,7747.70,11443.40,7970.30
spsp,2,5298.70,12200.40,0.94,6901.70,12200.40,5298.70
spsp,1,8994.40,16964.70,0.34,7970.30,8994.40,16964.70
spsp,1,5877.60,16074.20,1.40,10196.70,6723.60,5877.60
spsp,1,5655.00,16920.20,0.59,11265.30,5655.00,11532.50
spsp,1,5121.00,16831.00,0.50,11710.60,5121.00,16831.00
spsp,1,6100.20,14827.50,0.35,8727.30,6100.20,14827.50
spsp,3,7213.40,14916.50,1.19,7703.20,7213.40,7213.40
spsp,1,6144.70,17098.30,0.38,10953.60,6144.70,17098.30
spsp,3,7569.60,15450.80,1.29,7881.30,7569.60,7569.60
spsp,1,6011.00,14560.30,0.51,8549.20,6011.00,14560.30
spsp,3,6724.00,14961.00,0.37,8237.50,6724.00,10552.90
spsp,3,5877.60,14604.80,0.54,8727.30,5877.60,5877.60
spsp,1,5476.80,12111.30,0.42,6634.50,5476.80,12111.30
spsp,3,5566.00,17810.80,0.49,12244.90,5566.00,11443.40
spsp,3,6100.00,17677.20,0.47,11577.00,6100.00,10285.70
spsp,1,5833.00,17988.90,0.36,12155.80,5833.00,17988.90
spsp,3,5833.00,15139.10,0.56,9306.10,5833.00,5833.00
spsp,1,6412.00,17009.30,0.30,10597.40,6412.00,17009.30
spsp,1,6055.70,14426.70,0.42,8371.10,6055.70,14426.70
spsp,1,4898.00,10552.90,0.25,5654.90,4898.00,10552.90
spsp,1,6233.80,14961.00,0.38,8727.30,6233.80,14961.00
spsp,3,6946.20,15228.20,0.62,8282.00,6946.20,8059.40
spsp,3,6500.90,17454.50,0.43,10953.60,6500.90,6500.90
spsp,3,6857.10,16697.60,0.40,9840.40,6857.10,13224.50
spsp,3,4942.50,15584.40,0.73,10641.90,4942.50,4942.50
spsp,3,5121.00,16787.00,0.62,11666.00,5121.00,5121.00
spsp,3,6055.70,15628.90,0.48,9573.30,6055.70,6055.70
spsp,1,6233.80,15361.80,0.61,9128.00,6233.80,15361.80
spsp,1,4764.40,14515.80,0.40,9751.40,4764.40,14515.80
spsp,3,6768.10,16207.80,0.39,9439.70,6768.10,9439.70
spsp,1,5610.00,13402.60,0.36,7792.20,5610.00,13402.60
spsp,3,6233.80,15094.60,0.57,8860.90,6233.80,11532.50
spsp,3,4452.70,15495.40,0.58,11042.70,6456.40,4452.70
spsp,1,4853.40,14426.70,0.45,9573.30,4853.40,14426.70
spsp,3,5031.50,14872.00,0.43,9840.40,5031.50,5031.50
spsp,1,6011.00,10197.00,0.30,4185.50,6011.00,10197.00
spsp,3,8905.00,15674.00,0.31,6768.10,11532.50,8905.00
spsp,5,5298.70,14738.40,0.84,9439.70,6545.50,12734.70
spsp,1,5432.30,16252.30,0.30,10820.00,5432.30,16252.30
spsp,3,5387.80,14738.40,0.69,9350.60,6634.50,14738.40
spsp,3,5076.10,14782.90,0.48,9706.90,5076.10,9039.00
spsp,1,6234.00,13848.00,0.31,7614.10,6234.00,13848.00
spsp,3,5387.80,16519.50,0.49,11131.70,5387.80,5387.80
spsp,1,5121.00,15807.10,0.34,10686.50,5121.00,15807.10
spsp,3,6233.80,11398.90,0.99,5165.10,6233.80,6233.80
spsp,3,4764.40,11354.40,1.01,6590.00,4764.40,4764.40
spsp,2,10063.10,17231.90,0.64,7168.80,17231.90,10063.10
spsp,2,5298.70,10775.50,0.63,5476.80,10775.50,5298.70
spsp,1,6857.10,12690.20,0.49,5833.00,6857.10,12690.20
spsp,2,4898.00,12467.50,0.61,7569.60,12467.50,4898.00
spsp,1,3918.40,13847.90,0.45,9929.50,3918.40,13847.90
spsp,2,4942.50,12423.00,0.73,7480.50,12423.00,4942.50
spsp,2,5031.50,12868.30,0.76,7836.70,12868.30,5031.50
spsp,3,5120.60,13580.70,1.46,8460.10,5744.00,5120.60
spsp,2,4808.90,13224.50,0.73,8415.60,13224.50,4808.90
spsp,2,4452.70,12601.10,0.51,8148.40,12601.10,4452.70
spsp,2,4586.30,12378.50,0.41,7792.20,12378.50,4586.30
spsp,2,5254.00,14560.00,0.44,9306.10,14560.00,5254.00
spsp,1,4230.00,12957.30,0.65,8727.30,4230.00,12957.30
spsp,2,4808.90,13046.40,0.65,8237.50,13046.40,4808.90
spsp,2,5076.10,13180.00,0.49,8103.90,13180.00,5076.10
spsp,1,5432.30,12066.80,0.38,6634.50,5432.30,12066.80
spsp,2,5966.60,12200.40,0.32,6233.80,12200.40,5966.60
spsp,2,2137.00,12646.00,0.40,10508.30,12646.00,2137.00
spsp,2,5209.60,12868.30,0.68,7658.60,12868.30,5209.60
spsp,1,4408.20,12155.80,0.78,7747.70,4408.20,12155.80
spsp,1,3962.90,12912.80,0.46,8949.90,3962.90,12912.80
spsp,3,5031.50,14872.00,0.95,9840.40,5031.50,5031.50
spsp,1,6056.00,17187.00,0.69,11131.70,6056.00,17187.00
spsp,2,4987.00,23376.60,1.82,18389.60,23376.60,4987.00
spsp,2,5165.10,11933.20,0.49,6768.10,11933.20,5165.10
spsp,1,7525.00,13180.00,1.14,5654.90,7525.00,13180.00
spsp,2,4675.30,11398.90,0.45,6723.60,11398.90,4675.30
spsp,2,4675.00,12512.10,0.42,7836.70,12512.10,4675.00
spsp,2,5120.60,12868.30,0.38,7747.70,12868.30,5120.60
spsp,2,5031.50,12690.20,0.46,7658.60,12690.20,5031.50
spsp,2,5120.60,14827.50,0.57,9706.90,14827.50,5120.60
spsp,2,5298.70,13046.40,0.75,7747.70,13046.40,5298.70
spsp,2,4853.40,11933.20,0.36,7079.80,11933.20,4853.40
spsp,1,4185.50,11354.40,0.41,7168.80,4185.50,11354.40
spsp,2,5210.00,12823.70,0.60,7614.10,12823.70,5210.00
spsp,2,4898.00,12957.30,0.63,8059.40,12957.30,4898.00
spsp,2,6189.20,16742.10,1.97,10552.90,16742.10,6189.20
spsp,2,4898.00,12912.80,0.61,8014.80,12912.80,4898.00
spsp,2,5298.70,12645.60,0.57,7346.90,12645.60,5298.70
spsp,2,5610.40,16920.20,1.79,11309.80,16920.20,5610.40
spsp,1,6679.00,17944.30,0.64,11265.30,6679.00,17944.30
spsp,2,5432.30,17321.00,1.97,11888.70,17321.00,5432.30
spsp,3,5209.60,13758.80,0.67,8549.20,5209.60,5209.60
spsp,3,4942.50,13447.10,0.66,8504.60,5922.10,4942.50
spsp,3,5254.20,13981.40,0.77,8727.30,5254.20,5254.20
spsp,1,3962.90,13046.40,0.71,9083.50,3962.90,13046.40
spsp,1,7168.80,12957.30,0.31,5788.50,7168.80,12957.30
spsp,2,5298.70,12823.70,0.45,7525.00,12823.70,5298.70
spsp,3,4853.40,13936.90,0.65,9083.50,12289.40,4853.40
spsp,3,3874.00,13803.00,0.49,9929.50,3874.00,6411.90
spsp,3,5254.20,13269.00,0.71,8014.80,9617.80,6189.20
spsp,3,3740.30,10330.20,0.78,6590.00,3740.30,5432.30
spsp,2,5165.00,14783.00,0.57,9617.80,14783.00,5165.00
spsp,1,6278.30,13892.40,0.65,7614.10,6278.30,13892.40
spsp,3,9573.00,20349.00,0.36,10775.50,17766.20,9573.00
spsp,3,4898.00,13358.10,0.69,8460.10,8816.30,4898.00
spsp,3,5120.60,12378.50,0.63,7257.90,8460.10,5120.60
spsp,2,4898.00,8014.80,0.55,3116.90,8014.80,4898.00
spsp,2,5477.00,8505.00,0.73,3027.80,8505.00,5477.00
spsp,3,5209.60,11710.60,0.86,6500.90,10775.50,5209.60
spsp,3,5209.60,13402.60,0.85,8192.90,11176.30,5209.60
spsp,2,8282.00,14649.00,0.42,6367.30,14649.00,8282.00
spsp,5,7970.30,16385.90,0.40,8415.60,16385.90,7970.30
spsp,2,10463.80,17677.20,0.59,7213.40,17677.20,10463.80
spsp,2,8238.00,14738.40,0.47,6500.90,14738.40,8238.00
spsp,2,6679.00,15584.40,0.56,8905.40,15584.40,6679.00
spsp,2,7346.90,13580.70,0.46,6233.80,13580.70,7346.90
spsp,2,7035.30,16475.00,0.42,9439.70,16475.00,7035.30
spsp,2,8193.00,16608.50,0.37,8415.60,16608.50,8193.00
spsp,2,7525.00,12111.30,0.36,4586.30,12111.30,7525.00
spsp,2,13981.40,22619.70,0.28,8638.20,22619.70,13981.40
spsp,2,9662.00,18879.00,0.91,9217.10,18879.00,9662.00
spsp,2,9261.60,16475.00,0.60,7213.40,16475.00,9261.60
spsp,2,13447.10,23421.20,0.98,9974.00,23421.20,13447.10
spsp,2,8593.70,19146.60,0.50,10552.90,19146.60,8593.70
spsp,2,8638.20,18701.30,0.59,10063.10,18701.30,8638.20
spsp,3,6278.30,12066.80,0.73,5788.50,6278.30,6278.30
spsp,3,5298.70,14649.40,0.81,9350.60,6634.50,5298.70
spsp,3,6545.50,24000.00,1.80,17454.50,6545.50,6545.50
spsp,2,8594.00,19904.00,0.67,11309.80,19904.00,8594.00
spsp,3,4497.20,18167.00,1.46,13669.80,4497.20,4497.20
spsp,3,7480.50,19591.80,1.01,12111.30,7480.50,7480.50
spsp,3,6946.20,11042.70,0.70,4096.50,6946.20,6946.20
spsp,3,8504.60,12066.80,0.55,3562.20,8504.60,8504.60
spsp,3,8460.10,12512.10,0.50,4051.90,8460.10,8460.10
spsp,3,5299.00,21061.00,0.88,15762.50,8103.90,5299.00
spsp,5,5254.20,22218.90,1.57,16964.70,7480.50,5254.20
spsp,2,5210.00,12423.00,0.57,7213.40,12423.00,5210.00
spsp,3,6011.10,10820.00,0.70,4808.90,6011.10,6011.10
spsp,3,4987.00,11309.80,0.86,6322.80,6768.10,4987.00
spsp,3,5432.30,12423.00,0.91,6990.70,8014.80,5432.30
spsp,3,7614.10,14560.30,1.35,6946.20,7614.10,10107.60
spsp,5,6857.10,14604.80,0.96,7747.70,6857.10,8549.20
spsp,2,9306.00,11042.70,0.29,1736.50,11042.70,9306.00
spsp,1,6144.70,13135.40,0.22,6990.70,6144.70,13135.40
spsp,3,7035.30,18300.60,0.99,11265.30,7035.30,7035.30
spsp,3,9929.50,19502.80,1.02,9573.30,15584.40,9929.50
spsp,5,8371.00,19993.00,1.70,11621.50,19993.00,8371.00
spsp,3,11310.00,16697.60,0.36,5387.80,11310.00,14159.60
spsp,3,8594.00,16208.00,0.37,7614.00,8594.00,13981.40
spsp,3,8282.00,17855.30,0.26,9573.30,8282.00,16920.20
spsp,1,5210.00,18523.20,0.17,13313.50,5210.00,18523.20
spsp,3,5076.10,23109.50,0.76,18033.40,5076.10,6946.20
spsp,3,6233.80,16519.50,0.66,10285.70,6233.80,13491.70
spsp,2,5966.60,15628.90,0.57,9662.30,15628.90,5966.60
spsp,3,7391.50,16742.10,0.86,9350.60,7391.50,7391.50
spsp,2,6546.00,17855.00,0.94,11309.80,17855.00,6546.00
spsp,2,7748.00,17009.00,0.44,9261.60,17009.00,7748.00
spsp,3,8148.40,21684.60,1.31,13536.20,8148.40,10107.60
spsp,3,7926.00,18523.20,1.30,10597.40,7926.00,9217.10
spsp,3,7747.70,18656.80,0.66,10909.10,7747.70,12512.10
spsp,2,8905.40,16118.70,0.78,7213.40,16118.70,8905.40
spsp,3,6857.00,19814.50,1.13,12957.30,15050.10,6857.00
spsp,3,5299.00,18612.20,1.15,13313.50,9439.70,5299.00
spsp,3,9573.00,17053.80,0.95,7480.50,12645.60,9573.00
spsp,3,10998.10,17187.40,0.35,6189.20,10998.10,12912.80
spsp,2,7436.00,16074.20,0.87,8638.20,16074.20,7436.00
spsp,2,6679.00,16564.00,0.85,9885.00,16564.00,6679.00
spsp,3,10152.10,17187.40,0.29,7035.30,10152.10,11844.20
spsp,1,10286.00,17633.00,0.10,7346.90,10286.00,17633.00
spsp,2,9262.00,18167.00,0.45,8905.40,18167.00,9262.00
spsp,2,8148.40,16831.20,0.94,8682.70,16831.20,8148.40
spsp,5,5789.00,12156.00,0.91,6367.30,12156.00,5789.00
spsp,3,4808.90,12690.20,2.07,7881.30,4808.90,6590.00
spsp,5,6278.30,12244.90,0.43,5966.60,12244.90,6278.30
spsp,3,5343.20,9439.70,1.13,4096.50,5343.20,5343.20
spsp,3,5254.20,12378.50,1.17,7124.30,5254.20,5254.20
spsp,5,5610.40,13269.00,1.66,7658.60,5610.40,5610.40
spsp,3,5121.00,11710.60,1.42,6590.00,5121.00,5121.00
spsp,2,4853.40,6768.10,0.59,1914.70,6768.10,4853.40
spsp,2,5209.60,8014.80,0.60,2805.20,8014.80,5209.60
spsp,2,5254.20,9395.20,0.63,4141.00,9395.20,5254.20
spsp,5,4364.00,12423.00,2.16,8059.40,4364.00,8727.30
spsp,1,4051.90,12556.60,0.73,8504.60,4051.90,12556.60
spsp,2,5031.50,10063.10,0.78,5031.50,10063.10,5031.50
spsp,1,12556.60,22397.00,0.56,9840.40,12556.60,22397.00
spsp,5,9528.80,22619.70,1.02,13090.90,13180.00,10731.00
spsp,5,7302.40,18968.50,1.08,11666.00,7302.40,12200.40
spsp,5,6590.00,15718.00,1.17,9128.00,12779.20,11309.80
spsp,2,4675.30,11710.60,0.73,7035.30,11710.60,4675.30
spsp,3,4898.00,14115.00,1.02,9217.10,7614.10,4898.00
spsp,3,5165.00,14115.00,1.02,8949.90,12467.50,5165.00
spsp,3,15184.00,20259.70,0.72,5076.10,15184.00,15184.00
spsp,3,5343.20,18879.40,1.23,13536.20,5343.20,5343.20
spsp,3,5254.20,14738.40,0.65,9484.20,5254.20,5254.20
spsp,2,5298.70,16831.20,0.97,11532.50,16831.20,5298.70
spsp,5,5299.00,16653.00,0.69,11354.40,5299.00,5299.00
spsp,5,8371.10,14159.60,0.30,5788.50,8371.10,14159.60
spsp,5,4942.50,13046.40,0.79,8103.90,13046.40,4942.50
spsp,5,6500.90,16029.70,0.45,9528.80,6500.90,16029.70
spsp,5,5744.00,12378.50,0.71,6634.50,10731.00,5744.00
spsp,5,5210.00,16208.00,0.64,10998.10,5210.00,16208.00
spsp,3,4586.30,12823.70,0.72,8237.50,4586.30,6679.00
spsp,3,4942.50,14649.40,0.90,9706.90,6812.60,4942.50
spsp,1,4987.00,17721.70,0.26,12734.70,4987.00,17721.70
spsp,3,5387.80,14159.60,1.08,8771.80,5387.80,5387.80
spsp,3,5165.10,13135.40,0.70,7970.30,5165.10,5165.10
spsp,3,5388.00,14249.00,0.80,8860.90,5388.00,5388.00
spsp,3,5076.00,14293.00,0.77,9217.10,7747.70,5076.00
spsp,5,5120.60,12244.90,1.28,7124.30,8504.60,5120.60
spsp,5,5076.10,13803.30,0.77,8727.30,9128.00,5076.10
spsp,3,4630.80,12690.20,0.65,8059.40,4630.80,7480.50
spsp,3,4586.00,13001.90,1.85,8415.60,4586.00,5922.10
spsp,5,4185.50,20037.10,0.73,15851.60,4185.50,20037.10
spsp,1,4675.00,12423.00,1.14,7747.70,4675.00,12423.00
spsp,3,4764.40,12912.80,0.84,8148.40,4764.40,6144.70
spsp,3,7569.60,17098.30,0.20,9528.80,7569.60,13847.90
spsp,3,4987.00,14026.00,1.08,9039.00,7035.30,4987.00
spsp,3,5120.60,14204.10,0.79,9083.50,7213.40,5120.60
spsp,3,4719.90,14204.10,0.85,9484.20,8549.20,4719.90
spsp,3,4898.00,13803.30,0.59,8905.40,4898.00,4898.00
spsp,3,5165.10,12601.10,0.78,7436.00,5165.10,5165.10
spsp,3,5031.50,14026.00,0.85,8994.40,6946.20,5031.50
spsp,3,4987.00,13625.20,0.82,8638.20,4987.00,4987.00
spsp,3,4764.40,14070.50,0.78,9306.10,6278.30,4764.40
spsp,3,5654.90,14782.90,0.51,9128.00,5654.90,5654.90
spsp,3,5076.10,13892.40,0.87,8816.30,9974.00,5076.10
spsp,3,4853.00,13936.90,0.79,9083.50,6812.60,4853.00
spsp,3,5121.00,13180.00,0.76,8059.40,5121.00,5121.00
spsp,3,5477.00,16074.20,0.66,10597.40,5477.00,5477.00
spsp,3,5120.60,12868.30,1.13,7747.70,5120.60,5120.60
spsp,3,5521.00,12868.30,0.25,7346.90,5521.00,5521.00
spsp,3,4586.30,13135.40,0.93,8549.20,4586.30,4586.30
spsp,3,7035.00,15317.30,0.58,8282.00,7035.00,7035.00
spsp,3,6813.00,15807.00,0.49,8994.40,6813.00,6813.00
spsp,5,5789.00,15406.00,1.26,9617.80,5789.00,5789.00
spsp,3,6857.10,15628.90,0.50,8771.80,6857.10,6857.10
spsp,3,5076.10,15005.60,0.56,9929.50,5076.10,5076.10
spsp,3,6100.20,15762.50,0.51,9662.30,6100.20,12334.00
spsp,3,4631.00,14338.00,0.51,9706.90,4631.00,7836.70
spsp,3,5209.60,15940.60,0.56,10731.00,7035.30,5209.60
spsp,3,4853.40,15139.10,0.54,10285.70,4853.40,4853.40
spsp,3,5565.90,15628.90,0.57,10063.10,5565.90,5565.90
spsp,3,5565.90,15361.80,0.56,9795.90,5565.90,5565.90
spsp,3,6011.10,14604.80,0.54,8593.70,6011.10,6011.10
spsp,3,4630.80,12868.30,1.97,8237.50,4630.80,7614.10
spsp,3,4853.40,15317.30,0.59,10463.80,4853.40,4853.40
spsp,5,5031.50,16029.70,0.97,10998.10,5031.50,16029.70
spsp,5,4364.00,15985.20,1.28,11621.50,4364.00,4364.00
spsp,5,7258.00,15985.20,1.06,8727.30,7258.00,7258.00
spsp,5,6100.20,16519.50,1.15,10419.30,7925.80,6100.20
spsp,3,7748.00,17009.00,0.42,9261.60,7748.00,7748.00
spsp,5,5032.00,16520.00,1.15,11487.90,5032.00,6634.50
spsp,2,5922.10,17855.30,0.65,11933.20,17855.30,5922.10
spsp,5,3251.00,16297.00,1.15,13046.40,3251.00,7569.60
spsp,5,7614.10,16564.00,0.97,8949.90,7614.10,7614.10
spsp,5,7124.00,16074.20,1.15,8949.90,7124.00,7124.00
spsp,3,4809.00,13269.00,1.65,8460.10,4809.00,11265.30
spsp,5,5298.70,12556.60,0.76,7257.90,11220.80,5298.70
spsp,3,4942.50,12645.60,1.52,7703.20,4942.50,6723.60
spsp,5,5655.00,12734.70,0.63,7079.80,12734.70,5655.00
spsp,3,4853.00,14961.00,0.62,10107.60,6857.10,4853.00
spsp,3,4943.00,12512.00,1.15,7569.60,4943.00,7124.30
spsp,3,4630.80,13224.50,1.38,8593.70,4630.80,8638.20
spsp,5,5967.00,12779.00,0.55,6812.60,5967.00,8504.60
spsp,5,5610.40,13046.40,0.53,7436.00,8192.90,5610.40
spsp,3,5165.10,13758.80,0.93,8593.70,5165.10,5165.10
spsp,3,5521.00,15006.00,0.91,9484.20,5521.00,5521.00
spsp,3,5388.00,13358.00,0.91,7970.30,5388.00,5388.00
spsp,3,5076.10,14026.00,0.86,8949.90,6590.00,5076.10
spsp,3,4808.90,14115.00,0.83,9306.10,4808.90,4808.90
spsp,5,5477.00,15317.30,0.86,9840.40,5477.00,9306.10
spsp,3,4898.00,14471.20,0.83,9573.30,4898.00,4898.00
spsp,5,3606.70,15183.70,1.88,11577.00,3606.70,5387.80
spsp,5,4764.40,16252.30,1.08,11487.90,4764.40,11755.10
spsp,3,4586.30,12957.30,2.10,8371.10,4586.30,4586.30
spsp,5,5121.00,15184.00,2.03,10063.10,5121.00,6367.30
spsp,3,3829.30,16519.50,0.66,12690.20,6723.60,3829.30
spsp,3,4586.00,13313.50,1.90,8727.30,4586.00,9306.10
spsp,5,5922.00,15851.60,1.98,9929.50,7747.70,5922.00
spsp,3,7392.00,11532.50,0.77,4141.00,7392.00,7392.00
spsp,5,5343.20,14204.10,1.37,8860.90,8416.00,5343.20
spsp,5,5388.00,12512.10,0.68,7124.30,7703.20,5388.00
spsp,5,5922.00,13314.00,0.56,7391.50,5922.00,5922.00
spsp,5,7169.00,12734.70,0.60,5565.90,7169.00,7703.20
spsp,3,4541.70,21105.80,0.73,16564.00,4541.70,7792.20
spsp,1,5699.40,18612.20,1.47,12912.80,5699.40,18612.20
spsp,1,5388.00,21551.00,0.49,16163.30,5388.00,21551.00
spsp,1,4853.00,18968.50,0.75,14115.00,4853.00,18968.50
spsp,3,4898.00,18701.30,1.19,13803.30,4898.00,5966.60
spsp,1,5877.60,18033.40,0.47,12155.80,5877.60,18033.40
spsp,3,5521.30,18790.40,1.21,13269.00,5521.30,5521.30
spsp,1,4809.00,13180.00,1.06,8371.10,4809.00,13180.00
spsp,1,4808.90,21862.70,0.57,17053.80,4808.90,21862.70
spsp,3,4408.20,13090.90,2.09,8682.70,4408.20,6011.10
spsp,3,5210.00,12334.00,1.19,7124.30,5210.00,5210.00
spsp,1,5521.30,17321.00,0.83,11799.60,5521.30,17321.00
spsp,5,5254.20,12467.50,1.04,7213.40,5254.20,5254.20
spsp,3,5610.40,20571.40,0.84,14961.00,5610.40,5610.40
spsp,3,4541.70,12467.50,2.56,7925.80,4541.70,5610.40
spsp,1,5744.00,15272.70,0.39,9528.80,5744.00,15272.70
spsp,3,4942.50,12289.40,1.50,7346.90,4942.50,7703.20
spsp,1,5789.00,14649.40,0.39,8860.90,5789.00,14649.40
spsp,1,5343.20,19369.20,1.05,14026.00,5343.20,19369.20
spsp,3,5476.80,20794.10,1.36,15317.30,5476.80,5476.80
spsp,1,4853.40,21150.30,0.55,16296.80,4853.40,21150.30
spsp,1,5120.60,19547.30,0.39,14426.70,5120.60,19547.30
spsp,1,5877.60,20705.00,0.45,14827.50,5877.60,20705.00
spsp,1,5209.60,23643.80,0.73,18434.10,5209.60,23643.80
spsp,1,5298.70,24000.00,0.90,18701.30,5298.70,24000.00
